ticker,sector,industry
MGRC,Industrials,Rental & Leasing Services
KRYS,Healthcare,Biotechnology
BMA,Financial Services,Banks - Regional
VIST,Energy,Oil & Gas E&P
RUM,Technology,Software - Application
ACLX,Healthcare,Biotechnology
BUR,Financial Services,Asset Management
PAGP,Energy,Oil & Gas Midstream
PBH,Healthcare,Drug Manufacturers - Specialty & Generic
CRS,Industrials,Metal Fabrication
BDC,Technology,Communication Equipment
WD,Financial Services,Mortgage Finance
RNG,Technology,Software - Application
DOCN,Technology,Software - Infrastructure
MQ,Technology,Software - Infrastructure
UEC,Energy,Uranium
HCC,Basic Materials,Coking Coal
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
KFY,Industrials,Staffing & Employment Services
DIOD,Technology,Semiconductors
SVV,Consumer Cyclical,Specialty Retail
TRMD,Energy,Oil & Gas Midstream
CNO,Financial Services,Insurance - Life
ADNT,Consumer Cyclical,Auto Parts
HI,Industrials,Specialty Industrial Machinery
SEAS,Consumer Cyclical,Leisure
AMED,Healthcare,Medical Care Facilities
FHI,Financial Services,Asset Management
ARCH,Basic Materials,Coking Coal
SRAD,Technology,Software - Application
AI,Technology,Software - Application
GSAT,Communication Services,Telecom Services
MEOH,Basic Materials,Chemicals
OLK,Healthcare,Diagnostics & Research
JWN,Consumer Cyclical,Department Stores
UNF,Industrials,Specialty Business Services
YELP,Communication Services,Internet Content & Information
LSPD,Technology,Software - Application
TCN,Real Estate,Real Estate Services
SLG,Real Estate,REIT - Office
ASB,Financial Services,Banks - Regional
ZD,Communication Services,Advertising Agencies
NOMD,Consumer Defensive,Packaged Foods
GSHD,Financial Services,Insurance - Diversified
TRIP,Consumer Cyclical,Travel Services
SBRA,Real Estate,REIT - Healthcare Facilities
BNL,Real Estate,REIT - Diversified
SBSW,Basic Materials,Gold
SHOO,Consumer Cyclical,Footwear & Accessories
FORM,Technology,Semiconductors
BHC,Healthcare,Drug Manufacturers - Specialty & Generic
VAC,Consumer Cyclical,Resorts & Casinos
VSH,Technology,Semiconductors
MP,Basic Materials,Other Industrial Metals & Mining
SMMT,Healthcare,Biotechnology
BRC,Industrials,Security & Protection Services
AVAL,Financial Services,Banks - Regional
CVCO,Consumer Cyclical,Residential Construction
ERF,Energy,Oil & Gas E&P
AIN,Consumer Cyclical,Textile Manufacturing
YOU,Technology,Software - Application
IQ,Communication Services,Entertainment
DFH,Consumer Cyclical,Residential Construction
WOR,Industrials,Metal Fabrication
GEF,Consumer Cyclical,Packaging & Containers
TNL,Consumer Cyclical,Travel Services
IOSP,Basic Materials,Specialty Chemicals
KSS,Consumer Cyclical,Department Stores
GEF-B,Consumer Cyclical,Packaging & Containers
TMDX,Healthcare,Medical Devices
ATHM,Communication Services,Internet Content & Information
CRI,Consumer Cyclical,Apparel Retail
PI,Technology,Communication Equipment
SITC,Real Estate,REIT - Retail
NWE,Utilities,Utilities - Diversified
BANF,Financial Services,Banks - Regional
AX,Financial Services,Banks - Regional
BAK,Basic Materials,Chemicals
FSLY,Technology,Software - Application
FBP,Financial Services,Banks - Regional
ENV,Technology,Software - Application
TGNA,Communication Services,Broadcasting
TCBI,Financial Services,Banks - Regional
DOC,Real Estate,REIT - Healthcare Facilities
RYTM,Healthcare,Biotechnology
CATY,Financial Services,Banks - Regional
KRP,Energy,Oil & Gas E&P
NS,Energy,Oil & Gas Midstream
TIGO,Communication Services,Telecom Services
LCII,Consumer Cyclical,Recreational Vehicles
IBRX,Healthcare,Biotechnology
INDV,Healthcare,Drug Manufacturers - Specialty & Generic
FTRE,Healthcare,Biotechnology
INTA,Technology,Software - Application
AMN,Healthcare,Medical Care Facilities
WNS,Technology,Information Technology Services
OR,Basic Materials,Gold
CABO,Communication Services,Telecom Services
AWR,Utilities,Utilities - Regulated Water
MCW,Consumer Cyclical,Personal Services
UPST,Financial Services,Credit Services
HUBG,Industrials,Integrated Freight & Logistics
LGIH,Consumer Cyclical,Residential Construction
SKT,Real Estate,REIT - Retail
IFS,Financial Services,Banks - Regional
CCS,Consumer Cyclical,Residential Construction
TIXT,Technology,Software - Infrastructure
HAYW,Industrials,Electrical Equipment & Parts
MOR,Healthcare,Biotechnology
JJSF,Consumer Defensive,Packaged Foods
CBAY,Healthcare,Biotechnology
GNW,Financial Services,Insurance - Life
HGTY,Financial Services,Insurance - Property & Casualty
CSTM,Basic Materials,Aluminum
CALM,Consumer Defensive,Farm Products
CAAP,Industrials,Airports & Air Services
FOXF,Consumer Cyclical,Auto Parts
GH,Healthcare,Diagnostics & Research
HTZ,Industrials,Rental & Leasing Services
RAMP,Technology,Software - Infrastructure
HELE,Consumer Defensive,Household & Personal Products
FIBK,Financial Services,Banks - Regional
CWT,Utilities,Utilities - Regulated Water
FHB,Financial Services,Banks - Regional
FL,Consumer Cyclical,Apparel Retail
WERN,Industrials,Trucking
COUR,Consumer Defensive,Education & Training Services
PLTK,Communication Services,Electronic Gaming & Multimedia
LIVN,Healthcare,Medical Devices
NEP,Utilities,Utilities - Renewable
SXT,Basic Materials,Specialty Chemicals
ESE,Technology,Scientific & Technical Instruments
DNA,Healthcare,Biotechnology
BRP,Financial Services,Insurance Brokers
ICFI,Industrials,Consulting Services
GBTG,Technology,Software - Application
KLIC,Technology,Semiconductor Equipment & Materials
CERT,Healthcare,Health Information Services
PDCO,Healthcare,Medical Distribution
ARVN,Healthcare,Biotechnology
AGL,Healthcare,Medical Care Facilities
RXO,Industrials,Trucking
ZKH,Consumer Cyclical,Internet Retail
IDCC,Technology,Software - Application
SHLS,Technology,Solar
CARG,Consumer Cyclical,Auto & Truck Dealerships
LTH,Consumer Cyclical,Leisure
HASI,Real Estate,REIT - Specialty
GBDC,Financial Services,Asset Management
FLYW,Technology,Software - Infrastructure
NMRA,Healthcare,Biotechnology
ROAD,Industrials,Engineering & Construction
KOS,Energy,Oil & Gas E&P
VIRT,Financial Services,Capital Markets
EVTC,Technology,Software - Infrastructure
CEIX,Energy,Thermal Coal
RCKT,Healthcare,Biotechnology
PLXS,Technology,Electronic Components
LXP,Real Estate,REIT - Industrial
HTGC,Financial Services,Asset Management
EVO,Healthcare,Drug Manufacturers - Specialty & Generic
OSCR,Healthcare,Healthcare Plans
ALG,Industrials,Farm & Heavy Construction Machinery
BE,Industrials,Electrical Equipment & Parts
CNMD,Healthcare,Medical Devices
PLUG,Industrials,Electrical Equipment & Parts
PTVE,Consumer Cyclical,Packaging & Containers
DORM,Consumer Cyclical,Auto Parts
ARLP,Energy,Thermal Coal
VSTS,Industrials,Rental & Leasing Services
TFPM,Basic Materials,Other Precious Metals & Mining
BTE,Energy,Oil & Gas E&P
ROCK,Industrials,Building Products & Equipment
PINC,Healthcare,Health Information Services
BOOT,Consumer Cyclical,Apparel Retail
FTDR,Consumer Cyclical,Personal Services
LRN,Consumer Defensive,Education & Training Services
BMBL,Technology,Software - Application
AMPH,Healthcare,Drug Manufacturers - Specialty & Generic
MYRG,Industrials,Engineering & Construction
GDRX,Healthcare,Health Information Services
GLPG,Healthcare,Biotechnology
IIPR,Real Estate,REIT - Industrial
AVA,Utilities,Utilities - Diversified
ABM,Industrials,Specialty Business Services
INSW,Energy,Oil & Gas Midstream
ARCO,Consumer Cyclical,Restaurants
OI,Consumer Cyclical,Packaging & Containers
WSFS,Financial Services,Banks - Regional
CRNX,Healthcare,Biotechnology
EGO,Basic Materials,Gold
PRCT,Healthcare,Medical Devices
PRGS,Technology,Software - Application
IAS,Communication Services,Advertising Agencies
FULT,Financial Services,Banks - Regional
ODD,Technology,Software - Infrastructure
UTZ,Consumer Defensive,Packaged Foods
MTRN,Basic Materials,Other Industrial Metals & Mining
SITM,Technology,Semiconductors
AUB,Financial Services,Banks - Regional
HCM,Healthcare,Drug Manufacturers - Specialty & Generic
REZI,Industrials,Security & Protection Services
ESBA,Real Estate,REIT - Office
SPB,Consumer Defensive,Household & Personal Products
NABL,Technology,Information Technology Services
BATRA,Communication Services,Entertainment
AROC,Energy,Oil & Gas Equipment & Services
GO,Consumer Defensive,Grocery Stores
BATRK,Communication Services,Entertainment
CTRE,Real Estate,REIT - Healthcare Facilities
RNW,Utilities,Utilities - Renewable
VKTX,Healthcare,Biotechnology
STRL,Industrials,Engineering & Construction
QTWO,Technology,Software - Application
NMIH,Financial Services,Insurance - Specialty
PZZA,Consumer Cyclical,Restaurants
AESI,Energy,Oil & Gas Equipment & Services
RDNT,Healthcare,Diagnostics & Research
BRDG,Financial Services,Asset Management
PRFT,Technology,Information Technology Services
SKYW,Industrials,Airlines
FA,Industrials,Specialty Business Services
USAC,Energy,Oil & Gas Equipment & Services
MODG,Consumer Cyclical,Leisure
BBUC,Financial Services,Asset Management
RLX,Consumer Defensive,Tobacco
JAMF,Technology,Software - Application
HIW,Real Estate,REIT - Office
DNLI,Healthcare,Biotechnology
BOH,Financial Services,Banks - Regional
PSEC,Financial Services,Asset Management
SONO,Technology,Consumer Electronics
AGYS,Technology,Software - Application
LGF-A,Communication Services,Entertainment
CVBF,Financial Services,Banks - Regional
PSMT,Consumer Defensive,Discount Stores
AKO-B,Consumer Defensive,Beverages - Non-Alcoholic
UP,Industrials,Airports & Air Services
GRBK,Consumer Cyclical,Residential Construction
PGTI,Industrials,Building Products & Equipment
APPN,Technology,Software - Infrastructure
AVDX,Technology,Software - Infrastructure
ALKT,Technology,Software - Application
EBC,Financial Services,Banks - Regional
PRMW,Consumer Defensive,Beverages - Non-Alcoholic
PRVA,Healthcare,Health Information Services
NTLA,Healthcare,Biotechnology
ICUI,Healthcare,Medical Instruments & Supplies
RIOT,Financial Services,Capital Markets
ACVA,Consumer Cyclical,Auto & Truck Dealerships
STRA,Consumer Defensive,Education & Training Services
MGEE,Utilities,Utilities - Regulated Electric
IRWD,Healthcare,Drug Manufacturers - Specialty & Generic
VSAT,Technology,Communication Equipment
CBU,Financial Services,Banks - Regional
THS,Consumer Defensive,Packaged Foods
BLMN,Consumer Cyclical,Restaurants
ATAT,Consumer Cyclical,Lodging
INDB,Financial Services,Banks - Regional
VCTR,Financial Services,Asset Management
ABR,Real Estate,REIT - Mortgage
PPBI,Financial Services,Banks - Regional
CORT,Healthcare,Biotechnology
AMK,Financial Services,Asset Management
KTOS,Industrials,Aerospace & Defense
CENT,Consumer Defensive,Packaged Foods
PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
PARR,Energy,Oil & Gas Refining & Marketing
CENTA,Consumer Defensive,Packaged Foods
ENR,Industrials,Electrical Equipment & Parts
LFST,Healthcare,Medical Care Facilities
QFIN,Financial Services,Credit Services
PJT,Financial Services,Capital Markets
GLNG,Energy,Oil & Gas Midstream
TBBK,Financial Services,Banks - Regional
CMPR,Communication Services,Advertising Agencies
TGLS,Basic Materials,Building Materials
BEAM,Healthcare,Biotechnology
SOVO,Consumer Defensive,Packaged Foods
GPOR,Energy,Oil & Gas E&P
DNUT,Consumer Defensive,Grocery Stores
SIMO,Technology,Semiconductors
NHI,Real Estate,REIT - Healthcare Facilities
CALX,Technology,Software - Application
MTX,Basic Materials,Specialty Chemicals
ATEC,Healthcare,Medical Devices
OSIS,Technology,Electronic Components
SFNC,Financial Services,Banks - Regional
CWK,Real Estate,Real Estate Services
CCU,Consumer Defensive,Beverages - Brewers
XRX,Technology,Information Technology Services
TGTX,Healthcare,Biotechnology
HL,Basic Materials,Other Precious Metals & Mining
PD,Technology,Software - Application
AY,Utilities,Utilities - Renewable
SHO,Real Estate,REIT - Hotel & Motel
GOGL,Industrials,Marine Shipping
ROG,Technology,Electronic Components
AMBP,Consumer Cyclical,Packaging & Containers
OPEN,Real Estate,Real Estate Services
PLAY,Communication Services,Entertainment
MRUS,Healthcare,Biotechnology
DRVN,Consumer Cyclical,Auto & Truck Dealerships
TR,Consumer Defensive,Confectioners
CPK,Utilities,Utilities - Regulated Gas
LVWR,Consumer Cyclical,Auto Manufacturers
MWA,Industrials,Specialty Industrial Machinery
JBI,Industrials,Building Products & Equipment
AMBA,Technology,Semiconductor Equipment & Materials
AIR,Industrials,Aerospace & Defense
IONQ,Technology,Computer Hardware
BANC,Financial Services,Banks - Regional
MCY,Financial Services,Insurance - Property & Casualty
TROX,Basic Materials,Chemicals
SIX,Consumer Cyclical,Leisure
TAC,Utilities,Utilities - Independent Power Producers
INTR,Financial Services,Banks - Regional
ARRY,Technology,Solar
MIR,Industrials,Specialty Industrial Machinery
UDMY,Consumer Defensive,Education & Training Services
SBLK,Industrials,Marine Shipping
VCEL,Healthcare,Biotechnology
FUN,Consumer Cyclical,Leisure
PAX,Financial Services,Asset Management
DEI,Real Estate,REIT - Office
AMEH,Healthcare,Medical Care Facilities
IOVA,Healthcare,Biotechnology
OUT,Real Estate,REIT - Specialty
VYX,Technology,Information Technology Services
AKO-A,Consumer Defensive,Beverages - Non-Alcoholic
CPE,Energy,Oil & Gas E&P
CWH,Consumer Cyclical,Auto & Truck Dealerships
TRN,Industrials,Railroads
ARDX,Healthcare,Biotechnology
INMD,Healthcare,Medical Devices
CRK,Energy,Oil & Gas E&P
ZETA,Technology,Software - Application
DOOR,Industrials,Building Products & Equipment
VERA,Healthcare,Biotechnology
GVA,Industrials,Engineering & Construction
RKLB,Industrials,Aerospace & Defense
FCPT,Real Estate,REIT - Retail
CLDX,Healthcare,Biotechnology
ENLT,Utilities,Utilities - Renewable
TGH,Industrials,Rental & Leasing Services
CEPU,Utilities,Utilities - Regulated Electric
SBCF,Financial Services,Banks - Regional
FFBC,Financial Services,Banks - Regional
BOWL,Consumer Cyclical,Leisure
SWI,Technology,Software - Infrastructure
PRK,Financial Services,Banks - Regional
VSCO,Consumer Cyclical,Apparel Retail
UE,Real Estate,REIT - Retail
GTX,Consumer Cyclical,Auto Parts
LAUR,Consumer Defensive,Education & Training Services
KYMR,Healthcare,Biotechnology
MPW,Real Estate,REIT - Healthcare Facilities
OII,Energy,Oil & Gas Equipment & Services
FRME,Financial Services,Banks - Regional
TWST,Healthcare,Diagnostics & Research
EQC,Real Estate,REIT - Office
SNEX,Financial Services,Capital Markets
SCL,Basic Materials,Specialty Chemicals
HIMS,Consumer Defensive,Household & Personal Products
WB,Communication Services,Internet Content & Information
HTH,Financial Services,Banks - Regional
RXRX,Healthcare,Biotechnology
ROVR,Communication Services,Internet Content & Information
VIAV,Technology,Communication Equipment
HEES,Industrials,Rental & Leasing Services
KMT,Industrials,Tools & Accessories
TOWN,Financial Services,Banks - Regional
SPNT,Financial Services,Insurance - Reinsurance
LZ,Industrials,Specialty Business Services
TNK,Energy,Oil & Gas Midstream
EAT,Consumer Cyclical,Restaurants
DAN,Consumer Cyclical,Auto Parts
WGO,Consumer Cyclical,Recreational Vehicles
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AGM,Financial Services,Credit Services
AGM-A,Financial Services,Credit Services
ODP,Consumer Cyclical,Specialty Retail
VRNT,Technology,Software - Infrastructure
PAY,Technology,Software - Infrastructure
BTSG,Healthcare,Health Information Services
CRGY,Energy,Oil & Gas E&P
ZLAB,Healthcare,Biotechnology
TDS,Communication Services,Telecom Services
TALO,Energy,Oil & Gas E&P
PLAB,Technology,Semiconductor Equipment & Materials
SLVM,Basic Materials,Paper & Paper Products
PRIM,Industrials,Engineering & Construction
BKE,Consumer Cyclical,Apparel Retail
DKL,Energy,Oil & Gas Refining & Marketing
PTCT,Healthcare,Biotechnology
DRH,Real Estate,REIT - Hotel & Motel
SSRM,Basic Materials,Gold
XPRO,Energy,Oil & Gas Equipment & Services
ATGE,Consumer Defensive,Education & Training Services
EPC,Consumer Defensive,Household & Personal Products
HNI,Industrials,Business Equipment & Supplies
HURN,Industrials,Consulting Services
SDGR,Healthcare,Health Information Services
UPWK,Industrials,Staffing & Employment Services
JBLU,Industrials,Airlines
EXPI,Real Estate,Real Estate Services
YY,Communication Services,Internet Content & Information
SJW,Utilities,Utilities - Regulated Water
AFYA,Consumer Defensive,Education & Training Services
MORF,Healthcare,Biotechnology
TSLX,Financial Services,Asset Management
KNTK,Energy,Oil & Gas Midstream
HRMY,Healthcare,Biotechnology
APGE,Healthcare,Biotechnology
NAVI,Financial Services,Credit Services
GNL,Real Estate,REIT - Diversified
NWTN,Consumer Cyclical,Auto Manufacturers
CLBT,Technology,Software - Infrastructure
HBM,Basic Materials,Copper
EVCM,Technology,Software - Infrastructure
DNN,Energy,Uranium
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries
BKU,Financial Services,Banks - Regional
UCTT,Technology,Semiconductor Equipment & Materials
WLY,Communication Services,Publishing
PEB,Real Estate,REIT - Hotel & Motel
MYGN,Healthcare,Diagnostics & Research
IBTX,Financial Services,Banks - Regional
BBAR,Financial Services,Banks - Regional
DFIN,Financial Services,Capital Markets
CLSK,Financial Services,Capital Markets
PLUS,Technology,Software - Application
SXI,Industrials,Specialty Industrial Machinery
SNDX,Healthcare,Biotechnology
KGS,Energy,Oil & Gas Equipment & Services
IESC,Industrials,Engineering & Construction
NEO,Healthcare,Diagnostics & Research
TNC,Industrials,Specialty Industrial Machinery
INBX,Healthcare,Biotechnology
RLJ,Real Estate,REIT - Hotel & Motel
SAH,Consumer Cyclical,Auto & Truck Dealerships
MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
VCYT,Healthcare,Biotechnology
ATMU,Industrials,Pollution & Treatment Controls
WAFD,Financial Services,Banks - Regional
VECO,Technology,Semiconductor Equipment & Materials
CLBK,Financial Services,Banks - Regional
UPBD,Technology,Software - Application
DHT,Energy,Oil & Gas Midstream
SEMR,Technology,Software - Application
NPWR,Industrials,Specialty Industrial Machinery
GETY,Communication Services,Internet Content & Information
PAYO,Technology,Software - Infrastructure
AMAM,Healthcare,Biotechnology
TV,Communication Services,Telecom Services
DK,Energy,Oil & Gas Refining & Marketing
CNK,Communication Services,Entertainment
ANDE,Consumer Defensive,Food Distribution
ROIC,Real Estate,REIT - Retail
B,Industrials,Specialty Industrial Machinery
CBRL,Consumer Cyclical,Restaurants
KROS,Healthcare,Biotechnology
CAKE,Consumer Cyclical,Restaurants
ZJYL,Healthcare,Medical Instruments & Supplies
AKR,Real Estate,REIT - Retail
TFIN,Financial Services,Banks - Regional
HPK,Energy,Oil & Gas E&P
RNST,Financial Services,Banks - Regional
BBU,Industrials,Conglomerates
PACB,Healthcare,Medical Devices
VSTO,Consumer Cyclical,Leisure
EVEX,Industrials,Aerospace & Defense
NMRK,Real Estate,Real Estate Services
VICR,Technology,Electronic Components
HLMN,Industrials,Tools & Accessories
EPAC,Industrials,Specialty Industrial Machinery
BFH,Financial Services,Credit Services
COMP,Real Estate,Real Estate Services
CNXN,Technology,Electronics & Computer Distribution
NVEE,Industrials,Engineering & Construction
MSGE,Consumer Cyclical,Leisure
NAMS,Healthcare,Biotechnology
OFG,Financial Services,Banks - Regional
RXST,Healthcare,Medical Devices
MBIN,Financial Services,Banks - Regional
DWAC,Financial Services,Shell Companies
EWTX,Healthcare,Biotechnology
GENI,Communication Services,Internet Content & Information
VET,Energy,Oil & Gas E&P
FBK,Financial Services,Banks - Regional
VRTS,Financial Services,Asset Management
DVAX,Healthcare,Drug Manufacturers - Specialty & Generic
NWLI,Financial Services,Insurance - Life
AZZ,Industrials,Specialty Business Services
GIC,Industrials,Industrial Distribution
LOB,Financial Services,Banks - Regional
WSBC,Financial Services,Banks - Regional
ARHS,Consumer Cyclical,Home Improvement Retail
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic
ENVX,Industrials,Electrical Equipment & Parts
FBYD,Industrials,Conglomerates
TBLA,Communication Services,Internet Content & Information
CTOS,Industrials,Rental & Leasing Services
SFL,Industrials,Marine Shipping
GSBD,Financial Services,Asset Management
ENVA,Financial Services,Credit Services
STC,Financial Services,Insurance - Property & Casualty
PRO,Technology,Software - Application
GPCR,Healthcare,Biotechnology
MNR,Energy,Oil & Gas E&P
TRMK,Financial Services,Banks - Regional
FIHL,Financial Services,Insurance - Diversified
BORR,Energy,Oil & Gas Drilling
LKFN,Financial Services,Banks - Regional
GCMG,Financial Services,Asset Management
CXW,Industrials,Security & Protection Services
WMK,Consumer Defensive,Grocery Stores
JELD,Industrials,Building Products & Equipment
BB,Technology,Software - Infrastructure
POWL,Industrials,Electrical Equipment & Parts
ZIM,Industrials,Marine Shipping
AHR,Real Estate,REIT - Healthcare Facilities
MRCY,Industrials,Aerospace & Defense
NVCR,Healthcare,Medical Devices
TARO,Healthcare,Drug Manufacturers - Specialty & Generic
THRM,Consumer Cyclical,Auto Parts
WRBY,Healthcare,Medical Instruments & Supplies
NSSC,Industrials,Security & Protection Services
NBTB,Financial Services,Banks - Regional
HOLI,Industrials,Electrical Equipment & Parts
EXTR,Technology,Communication Equipment
IRON,Healthcare,Biotechnology
PTON,Consumer Cyclical,Leisure
VGR,Consumer Defensive,Tobacco
MRTN,Industrials,Trucking
CUBI,Financial Services,Banks - Regional
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
FOR,Real Estate,Real Estate - Development
SSTK,Communication Services,Internet Content & Information
ALPN,Healthcare,Biotechnology
JBGS,Real Estate,REIT - Office
NGVT,Basic Materials,Specialty Chemicals
DSGR,Industrials,Industrial Distribution
ATRC,Healthcare,Medical Instruments & Supplies
AMPL,Technology,Software - Application
XMTR,Industrials,Specialty Industrial Machinery
OCSL,Financial Services,Credit Services
KAR,Consumer Cyclical,Auto & Truck Dealerships
CODI,Industrials,Conglomerates
NATL,Technology,Software - Application
SGHC,Consumer Cyclical,Gambling
TNDM,Healthcare,Medical Devices
KURA,Healthcare,Biotechnology
HBI,Consumer Cyclical,Apparel Manufacturing
IMKTA,Consumer Defensive,Grocery Stores
COHU,Technology,Semiconductor Equipment & Materials
ULCC,Industrials,Airlines
SABR,Consumer Cyclical,Travel Services
ESRT,Real Estate,REIT - Diversified
OMI,Healthcare,Medical Distribution
RES,Energy,Oil & Gas Equipment & Services
RC,Real Estate,REIT - Mortgage
GLP,Energy,Oil & Gas Midstream
EE,Energy,Oil & Gas Midstream
BANR,Financial Services,Banks - Regional
EYE,Consumer Cyclical,Specialty Retail
VTLE,Energy,Oil & Gas E&P
WS,Basic Materials,Steel
SPNS,Technology,Software - Application
ARI,Real Estate,REIT - Mortgage
PHR,Healthcare,Health Information Services
ACHR,Industrials,Aerospace & Defense
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic
OLPX,Consumer Cyclical,Specialty Retail
OMCL,Healthcare,Health Information Services
JACK,Consumer Cyclical,Restaurants
KN,Technology,Communication Equipment
NWBI,Financial Services,Banks - Regional
EFSC,Financial Services,Banks - Regional
OXM,Consumer Cyclical,Apparel Manufacturing
MSC,Consumer Cyclical,Resorts & Casinos
NTCT,Technology,Software - Infrastructure
NTB,Financial Services,Banks - Diversified
AMWD,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
GPRE,Basic Materials,Chemicals
LUMN,Communication Services,Telecom Services
MLNK,Technology,Software - Application
CHCO,Financial Services,Banks - Regional
DQ,Technology,Semiconductor Equipment & Materials
PTGX,Healthcare,Biotechnology
VTEX,Technology,Software - Application
TTMI,Technology,Electronic Components
PLMR,Financial Services,Insurance - Property & Casualty
GBX,Industrials,Railroads
GRND,Technology,Software - Application
DAC,Industrials,Marine Shipping
CMTG,Real Estate,REIT - Mortgage
GEO,Industrials,Security & Protection Services
HLIT,Technology,Communication Equipment
HMN,Financial Services,Insurance - Property & Casualty
HE,Utilities,Utilities - Regulated Electric
ERO,Basic Materials,Copper
STAA,Healthcare,Medical Instruments & Supplies
AVPT,Technology,Software - Infrastructure
LPG,Energy,Oil & Gas Midstream
USLM,Basic Materials,Building Materials
CNNE,Consumer Cyclical,Restaurants
FLNG,Energy,Oil & Gas Midstream
SCS,Industrials,Business Equipment & Supplies
SAGE,Healthcare,Biotechnology
MXL,Technology,Semiconductors
CPRX,Healthcare,Biotechnology
XPEL,Consumer Cyclical,Auto Parts
SAFE,Real Estate,REIT - Diversified
ABCL,Healthcare,Biotechnology
LNN,Industrials,Farm & Heavy Construction Machinery
PRTA,Healthcare,Biotechnology
VZIO,Technology,Consumer Electronics
CSIQ,Technology,Solar
TWKS,Technology,Information Technology Services
WKC,Energy,Oil & Gas Refining & Marketing
TLRY,Healthcare,Drug Manufacturers - Specialty & Generic
AVDL,Healthcare,Drug Manufacturers - Specialty & Generic
DCBO,Technology,Software - Application
ADUS,Healthcare,Medical Care Facilities
GTY,Real Estate,REIT - Retail
HTLF,Financial Services,Banks - Regional
PRG,Industrials,Rental & Leasing Services
ALGT,Industrials,Airlines
SLNO,Healthcare,Biotechnology
PHIN,Consumer Cyclical,Auto Parts
FBNC,Financial Services,Banks - Regional
USPH,Healthcare,Medical Care Facilities
UVV,Consumer Defensive,Tobacco
HLX,Energy,Oil & Gas Equipment & Services
NHC,Healthcare,Medical Care Facilities
SGML,Basic Materials,Other Industrial Metals & Mining
CDLR,Industrials,Marine Shipping
MRVI,Healthcare,Biotechnology
SDHC,Real Estate,Real Estate - Development
FINV,Financial Services,Credit Services
SPHR,Communication Services,Entertainment
LILAK,Communication Services,Telecom Services
MMI,Real Estate,Real Estate Services
OSW,Consumer Cyclical,Leisure
VRE,Real Estate,REIT - Residential
CSGS,Technology,Software - Infrastructure
HLIO,Industrials,Specialty Industrial Machinery
LESL,Consumer Cyclical,Specialty Retail
EQX,Basic Materials,Gold
XHR,Real Estate,REIT - Hotel & Motel
GIII,Consumer Cyclical,Apparel Manufacturing
SYBT,Financial Services,Banks - Regional
GEL,Energy,Oil & Gas Midstream
AG,Basic Materials,Silver
SBH,Consumer Cyclical,Specialty Retail
DAWN,Healthcare,Biotechnology
LADR,Real Estate,REIT - Mortgage
ETWO,Technology,Software - Application
FCF,Financial Services,Banks - Regional
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic
CTS,Technology,Electronic Components
CLMT,Energy,Oil & Gas E&P
KW,Real Estate,Real Estate Services
ZIP,Industrials,Staffing & Employment Services
ADEA,Technology,Software - Application
UFPT,Healthcare,Medical Devices
DH,Healthcare,Health Information Services
KFRC,Industrials,Staffing & Employment Services
PAR,Technology,Software - Application
AAT,Real Estate,REIT - Diversified
OEC,Basic Materials,Specialty Chemicals
SAND,Basic Materials,Gold
BASE,Technology,Software - Infrastructure
AGIO,Healthcare,Biotechnology
VRNA,Healthcare,Biotechnology
KEN,Utilities,Utilities - Independent Power Producers
CRSR,Technology,Computer Hardware
MCRI,Consumer Cyclical,Resorts & Casinos
DYN,Healthcare,Biotechnology
ATUS,Communication Services,Telecom Services
NWN,Utilities,Utilities - Regulated Gas
ADV,Communication Services,Advertising Agencies
LGND,Healthcare,Biotechnology
LMAT,Healthcare,Medical Instruments & Supplies
FWRG,Consumer Cyclical,Restaurants
CDRE,Industrials,Aerospace & Defense
MMAT,Technology,Electronic Components
TNGX,Healthcare,Biotechnology
CMRE,Industrials,Marine Shipping
EDN,Utilities,Utilities - Regulated Electric
CASH,Financial Services,Banks - Regional
WINA,Consumer Cyclical,Specialty Retail
CHEF,Consumer Defensive,Food Distribution
NMFC,Financial Services,Asset Management
KAMN,Industrials,Aerospace & Defense
KNSA,Healthcare,Biotechnology
JKS,Technology,Solar
STEL,Financial Services,Banks - Regional
GOGO,Communication Services,Telecom Services
SMTC,Technology,Semiconductors
MGNI,Communication Services,Advertising Agencies
HOPE,Financial Services,Banks - Regional
LU,Financial Services,Credit Services
NOVA,Technology,Solar
SPH,Utilities,Utilities - Regulated Gas
STER,Technology,Software - Infrastructure
NBHC,Financial Services,Banks - Regional
GOTU,Consumer Defensive,Education & Training Services
LTC,Real Estate,REIT - Healthcare Facilities
INFN,Technology,Communication Equipment
BUSE,Financial Services,Banks - Regional
SG,Consumer Cyclical,Restaurants
BLTE,Healthcare,Biotechnology
MIRM,Healthcare,Biotechnology
SVC,Real Estate,REIT - Hotel & Motel
ELME,Real Estate,REIT - Residential
